run_id,num_tasks,checkpoint_step,prompt_source,prompt_length,n_samples,n_samples_prior,n_prompts,prompt_idx,dist/ed_vs_baseline_memorising,dist/ed_vs_baseline_generalising,dist/sw_vs_baseline_memorising,dist/sw_vs_baseline_generalising,dist/ed_vs_baseline_misspecified,dist/sw_vs_baseline_misspecified
0m4pu40l,16,150000,generalising,8,100,0,50,38,4.3472819328308105,3.600032597391306,0.7420574731591697,0.701609817004656,3.6236634254455566,0.6993984968542469
0m4pu40l,16,150000,generalising,8,100,0,50,39,0.6468837857246399,3.172772519841795,0.2255684165006289,0.7692644944389115,3.3892688751220703,0.7430916298000122
0m4pu40l,16,150000,generalising,8,100,0,50,40,0.9710875749588012,1.8453506197966143,0.4246393219069776,0.6884224505219484,1.8038257360458376,0.65530430905263
0m4pu40l,16,150000,generalising,8,100,0,50,41,1.6315680742263794,1.680754719904721,0.5321204368405102,0.5394156059963782,1.8205684423446655,0.5680259362171625
0m4pu40l,16,150000,generalising,8,100,0,50,42,0.336678147315979,1.5975020016992378,0.0942651373316932,0.4306339214122493,1.493119239807129,0.4717654501978904
0m4pu40l,16,150000,generalising,8,100,0,50,43,0.4236533641815185,0.9277480800802173,0.2171443218763503,0.3808323681640355,0.8458515405654907,0.3325743157838958
0m4pu40l,16,150000,generalising,8,100,0,50,44,1.5688658952713013,1.8395512490394903,0.4629940190119576,0.5984072698887847,1.9978764057159424,0.646141337135502
0m4pu40l,16,150000,generalising,8,100,0,50,45,5.218993186950684,2.252403800914591,0.962988584392873,0.6023997275665187,2.292288303375244,0.5869809232454754
0m4pu40l,16,150000,generalising,8,100,0,50,46,2.7775371074676514,2.149290586065786,0.6553451924540655,0.6534788127710688,2.106196880340576,0.6338308391809712
0m4pu40l,16,150000,generalising,8,100,0,50,47,2.7584095001220703,4.080459169933721,0.620248523000698,0.9685473073436086,3.9482100009918217,0.9602005849904408
0m4pu40l,16,150000,generalising,8,100,0,50,48,0.2576489150524139,1.538398826002369,0.0764788939848876,0.4394779137679866,1.4670897722244265,0.4394336762616544
0m4pu40l,16,150000,generalising,8,100,0,50,49,4.072472095489502,3.792082254886231,0.7926794426928931,0.7335541336723316,3.843881607055664,0.7182767860320236
0m4pu40l,16,150000,memorising,8,100,0,50,0,0.1148979365825653,0.7382316043074952,0.0545212439664931,0.3043575754580031,0.8471889495849609,0.3698568667116618
0m4pu40l,16,150000,memorising,8,100,0,50,1,0.1363667845726013,1.9863331265506616,0.0559768086950295,0.5054375512706827,1.8264005184173584,0.4307898476199974
0m4pu40l,16,150000,memorising,8,100,0,50,2,0.1525821983814239,0.9631783256268264,0.0599876694002862,0.3480921127249686,0.940711259841919,0.3482721586544527
0m4pu40l,16,150000,memorising,8,100,0,50,3,0.1229755580425262,0.9532566532001364,0.0538433655310275,0.2962756447153626,1.0115376710891724,0.3300999202862453
0m4pu40l,16,150000,memorising,8,100,0,50,4,0.1083199679851532,1.809856716584723,0.0513192037259959,0.5394225259867927,1.8342145681381223,0.5216363234589069
0m4pu40l,16,150000,memorising,8,100,0,50,5,0.1223237514495849,0.8600861505027735,0.0558853507448333,0.3805338846285239,0.9546389579772948,0.4138668698241977
0m4pu40l,16,150000,memorising,8,100,0,50,6,0.1218752562999725,2.2462321109804204,0.0537733425296179,0.5303461602070698,2.2283215522766113,0.5160682857146857
0m4pu40l,16,150000,memorising,8,100,0,50,7,0.1232586503028869,2.2629667510555485,0.0538068467759924,0.5427721610744227,2.484198093414306,0.5586010690508395
0m4pu40l,16,150000,memorising,8,100,0,50,8,0.1161060333251953,1.0514573779670122,0.0530472457926205,0.3657556041973061,1.1614081859588623,0.3422984192707865
0m4pu40l,16,150000,memorising,8,100,0,50,9,0.1046447902917862,0.6759684204876026,0.0520495339248364,0.3839376183092393,0.8044259548187256,0.3869307949554674
